ent,mun,est,icpth
8,44,3,46420.316
8,44,4,65688.2
8,44,5,10.449
8,45,1,44168.87
8,45,2,559.721
8,45,3,43248.21
8,45,4,45089.529
8,45,5,1.267
8,46,1,30893.917
8,46,2,3278.218
8,46,3,25501.729
8,46,4,36286.105
8,46,5,10.611
8,47,1,33406.373
8,47,2,715.8
8,47,3,32228.986
8,47,4,34583.76
8,47,5,2.143
8,48,1,58615.95
8,48,2,6133.625
8,48,3,48527.034
8,48,4,68704.865
8,48,5,10.464
8,49,1,42313.144
8,49,2,4446.663
8,49,3,34999.034
8,49,4,49627.254
8,49,5,10.509
8,50,1,72193.763
8,50,2,7522.528
8,50,3,59820.304
8,50,4,84567.221
8,50,5,10.42
8,51,1,52828.157
8,51,2,4141.32
8,51,3,46016.292
8,51,4,59640.022
8,51,5,7.839
8,52,1,70541.743
8,52,2,7354.433
8,52,3,58444.778
8,52,4,82638.708
8,52,5,10.426
8,53,1,42940.766
8,53,2,70.109
8,53,3,42825.446
8,53,4,43056.085
8,53,5,0.163
8,54,1,93705.606
8,54,2,8665.081
8,54,3,79452.816
8,54,4,107958.397
8,54,5,9.247
8,55,1,50845.437
8,55,2,2704.893
8,55,3,46396.284
8,55,4,55294.589
8,55,5,5.32
8,56,1,42772.66
8,56,2,3731.964
8,56,3,36634.126
8,56,4,48911.194
8,56,5,8.725
8,57,1,46398.698
8,57,2,4892.414
8,57,3,38351.393
8,57,4,54446.004
8,57,5,10.544
8,58,1,56411.521
8,58,2,5914.347
8,58,3,46683.287
8,58,4,66139.756
8,58,5,10.484
8,59,1,72269.462
8,59,2,6169.78
8,59,3,62121.076
8,59,4,82417.847
8,59,5,8.537
8,60,1,54787.984
8,60,2,2321.739
8,60,3,50969.064
8,60,4,58606.905
8,60,5,4.238
8,61,1,74102.197
8,61,2,7799.772
8,61,3,61272.714
8,61,4,86931.681
8,61,5,10.526
8,62,1,59810.684
8,62,2,4095.16
8,62,3,53074.746
8,62,4,66546.622
8,62,5,6.847
8,63,1,40444.574
8,63,2,3491.691
8,63,3,34701.254
8,63,4,46187.895
8,63,5,8.633
8,64,1,49775.687
8,64,2,5307.42
8,64,3,41045.757
8,64,4,58505.616
8,64,5,10.663
8,65,1,36575.108
8,65,2,3903.591
8,65,3,30154.272
8,65,4,42995.945
8,65,5,10.673
8,66,1,32884.03
8,66,2,3448.636
8,66,3,27211.529
8,66,4,38556.531
8,66,5,10.487
8,67,1,60044.773
8,67,2,5133.012
8,67,3,51601.719
8,67,4,68487.826
8,67,5,8.549
9,0,1,89310.268
9,0,2,3198.537
9,0,3,84049.142
9,0,4,94571.393
9,0,5,3.581
9,2,1,79444.42
9,2,2,3789.335
9,2,3,73211.519
9,2,4,85677.321
9,2,5,4.77
9,3,1,95303.115
9,3,2,8172.758
9,3,3,81860.124
9,3,4,108746.105
9,3,5,8.576
9,4,1,91453.016
9,4,2,9660.802
9,4,3,75562.41
9,4,4,107343.621
9,4,5,10.564
9,5,1,76695.754
9,5,2,5955.96
9,5,3,66899.072
9,5,4,86492.435
9,5,5,7.766
9,6,1,80949.615
9,6,2,5648.735
9,6,3,71658.272
9,6,4,90240.958
9,6,5,6.978
9,7,1,72855.928
9,7,2,4746.865
9,7,3,65048.03
9,7,4,80663.826
9,7,5,6.515
9,8,1,86525.166
9,8,2,7580.603
9,8,3,74056.184
9,8,4,98994.148
9,8,5,8.761
9,9,1,54347.372
9,9,2,3710.94
9,9,3,48243.419
9,9,4,60451.325
9,9,5,6.828
9,10,1,94813.233
9,10,2,8056.821
9,10,3,81560.942
9,10,4,108065.525
9,10,5,8.498
9,11,1,61224.049
9,11,2,3486.022
9,11,3,55490.054
9,11,4,66958.044
9,11,5,5.694
9,12,1,91476.302
9,12,2,5596.487
9,12,3,82270.901
9,12,4,100681.703
9,12,5,6.118
9,13,1,69916.385
9,13,2,3788.006
9,13,3,63685.669
9,13,4,76147.101
9,13,5,5.418
9,14,1,161535.167
9,14,2,12910.371
9,14,3,140299.496
9,14,4,182770.838
9,14,5,7.992
9,15,1,103701.991
9,15,2,7806.228
9,15,3,90861.888
9,15,4,116542.094
9,15,5,7.528
9,16,1,119947.316
9,16,2,10014.663
9,16,3,103474.661
9,16,4,136419.971
9,16,5,8.349
9,17,1,80231.059
9,17,2,6598.242
9,17,3,69377.917
9,17,4,91084.202
9,17,5,8.224
10,0,1,57219.927
10,0,2,1046.06
10,0,3,55499.311
10,0,4,58940.543
10,0,5,1.828
10,1,1,45976.412
10,1,2,3052.979
10,1,3,40954.709
10,1,4,50998.115
10,1,5,6.64
10,2,1,36393.394
10,2,2,3801.801
10,2,3,30139.988
10,2,4,42646.799
10,2,5,10.446
10,3,1,31728.733
10,3,2,3317.088
10,3,3,26272.609
10,3,4,37184.858
10,3,5,10.455
10,4,1,53361.695
10,4,2,2959.465
10,4,3,48493.809
10,4,4,58229.582
10,4,5,5.546
10,5,1,66003.326
10,5,2,1929.444
10,5,3,62829.674
10,5,4,69176.978
10,5,5,2.923
10,6,1,42343.38
10,6,2,3046.81
10,6,3,37331.823
10,6,4,47354.937
10,6,5,7.195
10,7,1,61010.301
10,7,2,2141.382
10,7,3,57488.042
10,7,4,64532.561
10,7,5,3.51
10,8,1,48687.896
10,8,2,5065.036
10,8,3,40356.654
10,8,4,57019.138
10,8,5,10.403
10,9,1,45804.514
10,9,2,4837.496
10,9,3,37847.54
10,9,4,53761.487
10,9,5,10.561
10,10,1,43701.528
10,10,2,3906.703
10,10,3,37275.573
10,10,4,50127.483
10,10,5,8.94
10,11,1,43801.495
10,11,2,4575.545
10,11,3,36275.393
10,11,4,51327.598
10,11,5,10.446
10,12,1,58398.568
10,12,2,3267.127
10,12,3,53024.622
10,12,4,63772.515
10,12,5,5.595
10,13,1,55353.607
10,13,2,4471.287
10,13,3,47998.994
10,13,4,62708.22
10,13,5,8.078
10,14,1,28816.819
10,14,2,2588.103
10,14,3,24559.768
10,14,4,33073.87
10,14,5,8.981
10,15,1,50290.012
10,15,2,3264.676
10,15,3,44920.098
10,15,4,55659.926
10,15,5,6.492
10,16,1,49430.635
10,16,2,1028.178
10,16,3,47739.433
10,16,4,51121.837
10,16,5,2.08
10,17,1,51461.702
10,17,2,5405.007
10,17,3,42571.256
10,17,4,60352.148
10,17,5,10.503
10,18,1,55330.461
10,18,2,4636.674
10,18,3,47703.811
10,18,4,62957.11
10,18,5,8.38
10,19,1,38594.24
10,19,2,4149.48
10,19,3,31768.953
10,19,4,45419.527
10,19,5,10.752
10,20,1,41061.454
10,20,2,3399.098
10,20,3,35470.434
10,20,4,46652.473
10,20,5,8.278
10,21,1,40772.368
10,21,2,4246.587
10,21,3,33787.354
10,21,4,47757.383
10,21,5,10.415
10,22,1,47544.833
10,22,2,3911.644
10,22,3,41110.752
10,22,4,53978.915
10,22,5,8.227
10,23,1,17825.449
10,23,2,632.511
10,23,3,16785.062
10,23,4,18865.837
10,23,5,3.548
10,24,1,40112.029
10,24,2,2623.384
10,24,3,35796.946
10,24,4,44427.112
10,24,5,6.54
10,25,1,43252.467
10,25,2,4537.413
10,25,3,35789.087
10,25,4,50715.847
10,25,5,10.491
10,26,1,32504.335
10,26,2,2473.546
10,26,3,28435.713
10,26,4,36572.957
10,26,5,7.61
10,27,1,31083.029
10,27,2,2633.801
10,27,3,26750.812
10,27,4,35415.247
10,27,5,8.473
10,28,1,45825.324
10,28,2,4770.537
10,28,3,37978.489
10,28,4,53672.158
10,28,5,10.41
10,29,1,34499.22
10,29,2,3607.651
10,29,3,28565.163
10,29,4,40433.278
10,29,5,10.457
10,30,1,33942.665
10,30,2,3559.314
10,30,3,28088.115
10,30,4,39797.216
10,30,5,10.486
10,31,1,40621.557
10,31,2,2658.083
10,31,3,36249.399
10,31,4,44993.715
10,31,5,6.544
10,32,1,53555.598
10,32,2,4472.974
10,32,3,46198.21
10,32,4,60912.985
10,32,5,8.352
10,33,1,41316.481
10,33,2,4314.479
10,33,3,34219.794
10,33,4,48413.168
10,33,5,10.443
10,34,1,40278.398
10,34,2,4001.884
10,34,3,33695.885
10,34,4,46860.91
10,34,5,9.936
10,35,1,50729.165
10,35,2,3614.329
10,35,3,44784.124
10,35,4,56674.207
10,35,5,7.125
10,36,1,51741.619
10,36,2,2314.992
10,36,3,47933.795
10,36,4,55549.442
10,36,5,4.474
10,37,1,37716.681
10,37,2,3226.678
10,37,3,32409.267
10,37,4,43024.094
10,37,5,8.555
10,38,1,54370.42
10,38,2,3499.623
10,38,3,48614.052
10,38,4,60126.788
10,38,5,6.437
10,39,1,50014.315
10,39,2,5201.017
10,39,3,41459.404
10,39,4,58569.226
10,39,5,10.399
11,0,1,60099.724
11,0,2,1279.475
11,0,3,57995.175
11,0,4,62204.273
11,0,5,2.129
11,1,1,46174.7
11,1,2,3574.348
11,1,3,40295.42
11,1,4,52053.979
11,1,5,7.741
11,2,1,49934.805
11,2,2,3981.706
11,2,3,43385.481
11,2,4,56484.129
11,2,5,7.974
11,3,1,48174.995
11,3,2,2913.256
11,3,3,43383.115
11,3,4,52966.875
11,3,5,6.047
11,4,1,46389.741
11,4,2,3760.072
11,4,3,40204.973
11,4,4,52574.509
11,4,5,8.105
11,5,1,54708.065
11,5,2,4399.478
11,5,3,47471.567
11,5,4,61944.563
11,5,5,8.042
11,6,1,33253.212
11,6,2,3480.662
11,6,3,27528.033
11,6,4,38978.391
11,6,5,10.467
11,7,1,57083.292
11,7,2,2938.788
11,7,3,52249.415
11,7,4,61917.168
11,7,5,5.148
11,8,1,42882.044
11,8,2,1290.714
11,8,3,40759.007
11,8,4,45005.08
11,8,5,3.01
11,9,1,51543.719
11,9,2,4745.935
11,9,3,43737.35
11,9,4,59350.087
11,9,5,9.208
11,10,1,50438.672
11,10,2,4216.672
11,10,3,43502.863
11,10,4,57374.48
11,10,5,8.36
11,11,1,56570.394
11,11,2,5054.015
11,11,3,48257.279
11,11,4,64883.51
11,11,5,8.934
11,12,1,47976.516
11,12,2,4995.17
11,12,3,39760.192
11,12,4,56192.84
11,12,5,10.412
11,13,1,62627.708
11,13,2,5216.809
11,13,3,54046.821
11,13,4,71208.595
11,13,5,8.33
11,14,1,53660.084
11,14,2,3603.757
11,14,3,47732.431
11,14,4,59587.737
11,14,5,6.716
11,15,1,71011.672
11,15,2,6306.2
11,15,3,60638.895
11,15,4,81384.449
11,15,5,8.881
11,16,1,47749.467
11,16,2,3960.201
11,16,3,41235.516
11,16,4,54263.418
11,16,5,8.294
11,17,1,61349.134
11,17,2,3405.947
11,17,3,55746.85
11,17,4,66951.418
11,17,5,5.552
11,18,1,49064.653
11,18,2,4000.533
11,18,3,42484.362
11,18,4,55644.944
11,18,5,8.154
11,19,1,38189.406
11,19,2,1907.534
11,19,3,35051.791
11,19,4,41327.021
11,19,5,4.995
11,20,1,70567.012
11,20,2,3003.169
11,20,3,65627.239
11,20,4,75506.785
11,20,5,4.256
11,21,1,50383.205
11,21,2,4109.186
11,21,3,43624.195
11,21,4,57142.214
11,21,5,8.156
11,22,1,51540.045
11,22,2,4305.566
11,22,3,44458.02
11,22,4,58622.07
11,22,5,8.354
11,23,1,49044.937
11,23,2,2269.011
11,23,3,45312.747
11,23,4,52777.127
11,23,5,4.626
11,24,1,53826.636
11,24,2,5638.885
11,24,3,44551.496
11,24,4,63101.777
11,24,5,10.476
11,25,1,72033.678
11,25,2,640.902
11,25,3,70979.489
11,25,4,73087.868
11,25,5,0.89
11,26,1,49306.907
11,26,2,4008.555
11,26,3,42713.421
11,26,4,55900.393
11,26,5,8.13
11,27,1,62245.963
11,27,2,3458.034
11,27,3,56558.003
11,27,4,67933.923
11,27,5,5.555
11,28,1,53155.723
11,28,2,3625.968
11,28,3,47191.537
11,28,4,59119.909
11,28,5,6.821
11,29,1,51780.859
11,29,2,3468.127
11,29,3,46076.298
11,29,4,57485.421
11,29,5,6.698
11,30,1,47904.084
11,30,2,3420.547
11,30,3,42277.785
11,30,4,53530.383
11,30,5,7.14
11,31,1,63595.057
11,31,2,4563.529
11,31,3,56088.719
11,31,4,71101.395
11,31,5,7.176
11,32,1,69443.057
11,32,2,5098.774
11,32,3,61056.321
11,32,4,77829.794
11,32,5,7.342
11,33,1,58388.808
11,33,2,4463.487
11,33,3,51047.025
11,33,4,65730.591
11,33,5,7.644
11,34,1,46733.388
11,34,2,4245.866
11,34,3,39749.56
11,34,4,53717.216
11,34,5,9.085
11,35,1,51297.169
11,35,2,4113.5
11,35,3,44531.063
11,35,4,58063.275
11,35,5,8.019
11,36,1,53352.746
11,36,2,5577.206
11,36,3,44179.059
11,36,4,62526.433
11,36,5,10.453
11,37,1,69854.22
11,37,2,6124.217
11,37,3,59780.781
11,37,4,79927.66
11,37,5,8.767
11,38,1,54360.017
11,38,2,5663.815
11,38,3,45043.871
11,38,4,63676.164
11,38,5,10.419
11,39,1,46472.71
11,39,2,3638.938
11,39,3,40487.189
11,39,4,52458.231
11,39,5,7.83
11,40,1,37459.513
11,40,2,3906.212
11,40,3,31034.367
11,40,4,43884.66
11,40,5,10.428
11,41,1,33549.302
11,41,2,1454.423
11,41,3,31156.988
11,41,4,35941.615
11,41,5,4.335
11,42,1,50082.526
11,42,2,3218.135
11,42,3,44789.165
11,42,4,55375.888
11,42,5,6.426
11,43,1,49584.317
11,43,2,4139.729
11,43,3,42775.069
11,43,4,56393.566
11,43,5,8.349
11,44,1,58899.097
11,44,2,6166.595
11,44,3,48755.951
11,44,4,69042.243
11,44,5,10.47
11,45,1,35044.562
11,45,2,3662.358
11,45,3,29020.519
11,45,4,41068.605
11,45,5,10.451
11,46,1,44767.641
11,46,2,2837.487
11,46,3,40100.39
11,46,4,49434.892
11,46,5,6.338
12,0,1,41754.073
12,0,2,1200.735
12,0,3,39779.04
12,0,4,43729.106
12,0,5,2.876
12,1,1,43691.409
12,1,2,1700.249
12,1,3,40894.749
12,1,4,46488.07
12,1,5,3.891
12,2,1,28871.424
12,2,2,3070.62
12,2,3,23820.704
12,2,4,33922.144
12,2,5,10.635
12,3,1,31473.878
12,3,2,2582.811
12,3,3,27225.532
12,3,4,35722.223
12,3,5,8.206
12,4,1,27283.259
12,4,2,2568.478
12,4,3,23058.489
12,4,4,31508.028
12,4,5,9.414
12,5,1,34839.007
12,5,2,3649.151
12,5,3,28836.688
12,5,4,40841.327
12,5,5,10.474
12,6,1,36327.103
12,6,2,3805.833
12,6,3,30067.065
12,6,4,42587.141
12,6,5,10.477
12,7,1,41904.463
12,7,2,3467.351
12,7,3,36201.178
12,7,4,47607.748
12,7,5,8.274
12,8,1,33216.556
12,8,2,3472.218
12,8,3,27505.265
12,8,4,38927.847
12,8,5,10.453
12,9,1,33247.04
12,9,2,3482.972
12,9,3,27518.061
12,9,4,38976.019
12,9,5,10.476
12,10,1,21529.884
12,10,2,1672.051
12,10,3,18779.604
12,10,4,24280.164
12,10,5,7.766
12,11,1,17263.738
12,11,2,216.835
12,11,3,16907.076
12,11,4,17620.4
12,11,5,1.256
12,12,1,39819.062
12,12,2,3638.432
12,12,3,33834.374
12,12,4,45803.75
12,12,5,9.137
12,13,1,33450.013
12,13,2,2413.878
12,13,3,29479.536
12,13,4,37420.489
12,13,5,7.216
12,14,1,36339.412
12,14,2,3057.757
12,14,3,31309.85
12,14,4,41368.974
12,14,5,8.414
12,15,1,40110.329
12,15,2,4179.002
12,15,3,33236.482
12,15,4,46984.175
12,15,5,10.419
12,16,1,30566.941
12,16,2,2576.532
12,16,3,26328.922
12,16,4,34804.959
12,16,5,8.429
12,17,1,46979.488
12,17,2,4914.173
12,17,3,38896.393
12,17,4,55062.583
12,17,5,10.46
12,18,1,36258.63
12,18,2,3051.899
12,18,3,31238.703
12,18,4,41278.556
12,18,5,8.417
12,19,1,28512.362
12,19,2,3031.074
12,19,3,23526.689
12,19,4,33498.036
12,19,5,10.631
12,20,1,20791.673
12,20,2,1297.65
12,20,3,18657.229
12,20,4,22926.117
12,20,5,6.241
12,21,1,38350.549
12,21,2,3093.518
12,21,3,33262.164
12,21,4,43438.934
12,21,5,8.066
12,22,1,39150.99
12,22,2,3659.33
12,22,3,33131.927
12,22,4,45170.052
12,22,5,9.347
12,23,1,38677.595
12,23,2,4055.953
12,23,3,32006.145
12,23,4,45349.044
12,23,5,10.487
12,24,1,33559.576
12,24,2,3517.117
12,24,3,27774.432
12,24,4,39344.719
12,24,5,10.48
12,25,1,33316.115
12,25,2,2789.024
12,25,3,28728.578
12,25,4,37903.651
12,25,5,8.371
12,26,1,29242.808
12,26,2,2456.202
12,26,3,25202.716
12,26,4,33282.9
12,26,5,8.399
12,27,1,35131.704
12,27,2,3684.69
12,27,3,29070.927
12,27,4,41192.48
12,27,5,10.488
12,28,1,43236.472
12,28,2,4558.456
12,28,3,35738.48
12,28,4,50734.465
12,28,5,10.543
12,29,1,59815.249
12,29,2,3934.574
12,29,3,53343.451
12,29,4,66287.047
12,29,5,6.578
12,30,1,41227.533
12,30,2,4310.57
12,30,3,34137.277
12,30,4,48317.789
12,30,5,10.456
12,31,1,33680.463
12,31,2,3516.994
12,31,3,27895.523
12,31,4,39465.404
12,31,5,10.442
12,32,1,30042.638
12,32,2,3206.462
12,32,3,24768.478
12,32,4,35316.798
12,32,5,10.673
12,33,1,38087.152
12,33,2,3193.016
12,33,3,32835.108
12,33,4,43339.196
12,33,5,8.383
12,34,1,39701.73
12,34,2,3875.468
12,34,3,33327.153
12,34,4,46076.307
12,34,5,9.761
12,35,1,56331.521
12,35,2,4624.791
12,35,3,48724.417
12,35,4,63938.625
12,35,5,8.21
12,36,1,36092.484
12,36,2,3823.141
12,36,3,29803.976
12,36,4,42380.992
12,36,5,10.593
12,37,1,38845.099
12,37,2,4056.572
12,37,3,32172.631
12,37,4,45517.567
12,37,5,10.443
12,38,1,50931.288
12,38,2,3714.425
12,38,3,44821.603
12,38,4,57040.973
12,38,5,7.293
12,39,1,38283.275
12,39,2,4036.745
12,39,3,31643.42
12,39,4,44923.131
12,39,5,10.544
12,40,1,27945.573
12,40,2,765.489
12,40,3,26686.456
12,40,4,29204.69
12,40,5,2.739
12,41,1,35591.777
12,41,2,2960.525
12,41,3,30722.147
12,41,4,40461.407
12,41,5,8.318
12,42,1,33086.611
12,42,2,3472.787
12,42,3,27374.385
12,42,4,38798.838
12,42,5,10.496
12,43,1,31323.069
12,43,2,3436.25
12,43,3,25670.941
12,43,4,36975.197
12,43,5,10.97
12,44,1,39165.238
12,44,2,4078.742
12,44,3,32456.305
12,44,4,45874.171
12,44,5,10.414
12,45,1,30330.81
12,45,2,2529.429
12,45,3,26170.269
12,45,4,34491.351
12,45,5,8.339
12,46,1,40789.431
12,46,2,3771.699
12,46,3,34585.538
12,46,4,46993.325
12,46,5,9.247
12,47,1,30129.581
12,47,2,3176.533
12,47,3,24904.648
12,47,4,35354.513
12,47,5,10.543
12,48,1,32350.567
12,48,2,525.056
12,48,3,31486.927
12,48,4,33214.207
12,48,5,1.623
12,49,1,36672.054
12,49,2,3822.682
12,49,3,30384.301
12,49,4,42959.807
12,49,5,10.424
12,50,1,44220.216
12,50,2,3625.332
12,50,3,38257.074
12,50,4,50183.357
12,50,5,8.198
12,51,1,34524.001
12,51,2,3634.377
12,51,3,28545.982
12,51,4,40502.019
12,51,5,10.527
12,52,1,36019.495
12,52,2,3369.544
12,52,3,30477.088
12,52,4,41561.902
12,52,5,9.355
12,53,1,32078.646
12,53,2,2246.819
12,53,3,28382.957
12,53,4,35774.335
12,53,5,7.004
12,54,1,30969.463
12,54,2,3279.421
12,54,3,25575.296
12,54,4,36363.629
12,54,5,10.589
12,55,1,41999.597
12,55,2,3315.972
12,55,3,36545.308
12,55,4,47453.886
12,55,5,7.895
12,56,1,43255.038
12,56,2,3568.253
12,56,3,37385.784
12,56,4,49124.292
12,56,5,8.249
12,57,1,41755.136
12,57,2,3527.615
12,57,3,35952.726
12,57,4,47557.546
12,57,5,8.448
12,58,1,44080.277
12,58,2,4600.195
12,58,3,36513.629
12,58,4,51646.925
12,58,5,10.436
12,59,1,37981.899
12,59,2,1019.479
12,59,3,36305.006
12,59,4,39658.792
12,59,5,2.684
12,60,1,32772.644
12,60,2,3427.985
12,60,3,27134.11
12,60,4,38411.177
12,60,5,10.46
12,61,1,50059.33
12,61,2,4136.126
12,61,3,43256.008
12,61,4,56862.652
12,61,5,8.262
12,62,1,30405.767
12,62,2,2607.141
12,62,3,26117.401
12,62,4,34694.133
12,62,5,8.574
12,63,1,33500.006
12,63,2,3508.433
12,63,3,27729.147
12,63,4,39270.865
12,63,5,10.473
12,64,1,37467.933
12,64,2,3912.357
12,64,3,31032.679
12,64,4,43903.188
12,64,5,10.442
12,65,1,34653.432
12,65,2,3654.868
12,65,3,28641.708
12,65,4,40665.156
12,65,5,10.547
12,66,1,46016.394
12,66,2,4839.641
12,66,3,38055.894
12,66,4,53976.895
12,66,5,10.517
12,67,1,45236.56
12,67,2,1773.841
12,67,3,42318.851
12,67,4,48154.27
12,67,5,3.921
12,68,1,44103.176
12,68,2,4584.614
12,68,3,36562.158
12,68,4,51644.195
12,68,5,10.395
12,69,1,32632.974
12,69,2,3446.437
12,69,3,26964.089
12,69,4,38301.859
12,69,5,10.561
12,70,1,35795.985
12,70,2,3760.751
12,70,3,29610.101
12,70,4,41981.87
12,70,5,10.506
12,71,1,28758.794
12,71,2,2618.415
12,71,3,24451.884
12,71,4,33065.704
12,71,5,9.105
12,72,1,35590.38
12,72,2,3726.074
12,72,3,29461.534
12,72,4,41719.226
12,72,5,10.469
12,73,1,38610.348
12,73,2,2866.868
12,73,3,33894.77
12,73,4,43325.925
12,73,5,7.425
12,74,1,35841.017
12,74,2,3793.366
12,74,3,29601.484
12,74,4,42080.549
12,74,5,10.584
12,75,1,44498.744
12,75,2,4633.875
12,75,3,36876.698
12,75,4,52120.789
12,75,5,10.413
12,76,1,25509.903
12,76,2,2132.332
12,76,3,22002.529
12,76,4,29017.277
12,76,5,8.359
12,77,1,36870.05
12,77,2,3371.421
12,77,3,31324.556
12,77,4,42415.543
12,77,5,9.144
12,78,1,26466.239
12,78,2,2900.808
12,78,3,21694.835
12,78,4,31237.643
12,78,5,10.96
12,79,1,27101.319
12,79,2,2918.426
12,79,3,22300.936
12,79,4,31901.702
12,79,5,10.769
12,80,1,38000.764
12,80,2,495.901
12,80,3,37185.08
12,80,4,38816.447
12,80,5,1.305
12,81,1,28936.571
12,81,2,2429.408
12,81,3,24940.55
12,81,4,32932.592
12,81,5,8.396
13,0,1,53234.077
13,0,2,1368.602
13,0,3,50982.927
13,0,4,55485.227
13,0,5,2.571
13,1,1,42364.593
13,1,2,3490.153
13,1,3,36623.802
13,1,4,48105.384
13,1,5,8.238
13,2,1,36116.86
13,2,2,3288.542
13,2,3,30707.69
13,2,4,41526.031
13,2,5,9.105
13,3,1,53550.587
13,3,2,4959.532
13,3,3,45392.882
13,3,4,61708.292
13,3,5,9.261
13,4,1,41448.664
13,4,2,4312.653
13,4,3,34354.982
13,4,4,48542.346
13,4,5,10.405
13,5,1,55714.852
13,5,2,4662.654
13,5,3,48045.468
13,5,4,63384.236
13,5,5,8.369
13,6,1,40655.058
13,6,2,4229.521
13,6,3,33698.114
13,6,4,47612.002
13,6,5,10.403
13,7,1,45566.263
13,7,2,2602.353
13,7,3,41285.773
13,7,4,49846.753
13,7,5,5.711
13,8,1,46173.533
13,8,2,3752.401
13,8,3,40001.383
13,8,4,52345.683
13,8,5,8.127
13,9,1,46327.74
13,9,2,4189.455
13,9,3,39436.7
13,9,4,53218.779
13,9,5,9.043
13,10,1,65966.355
13,10,2,6910.402
13,10,3,54599.755
13,10,4,77332.954
13,10,5,10.476
13,11,1,37562.171
13,11,2,3150.526
13,11,3,32380.016
13,11,4,42744.326
13,11,5,8.387
13,12,1,48766.562
13,12,2,4022.117
13,12,3,42150.768
13,12,4,55382.355
13,12,5,8.248
13,13,1,54129.451
13,13,2,5690.823
13,13,3,44768.881
13,13,4,63490.021
13,13,5,10.513
13,14,1,38619.053
13,14,2,3234.062
13,14,3,33299.494
13,14,4,43938.611
13,14,5,8.374
13,15,1,40894.515
13,15,2,4255.481
13,15,3,33894.872
13,15,4,47894.159
13,15,5,10.406
13,16,1,43581.989
13,16,2,3135.442
13,16,3,38424.646
13,16,4,48739.332
13,16,5,7.194
13,17,1,35552.119
13,17,2,3717.83
13,17,3,29436.833
13,17,4,41667.405
13,17,5,10.457
13,18,1,32109.576
13,18,2,3350.771
13,18,3,26598.048
13,18,4,37621.104
13,18,5,10.435
13,19,1,43928.744
13,19,2,3639.83
13,19,3,37941.756
13,19,4,49915.732
13,19,5,8.286
13,20,1,35946.719
13,20,2,3765.435
13,20,3,29753.13
13,20,4,42140.308
13,20,5,10.475
13,21,1,46842.741
13,21,2,3900.801
13,21,3,40426.494
13,21,4,53258.988
13,21,5,8.327
13,22,1,57191.634
13,22,2,4760.028
13,22,3,49362.085
13,22,4,65021.183
13,22,5,8.323
13,23,1,50688.027
13,23,2,5272.877
13,23,3,42014.916
13,23,4,59361.138
13,23,5,10.403
13,24,1,47402.885
13,24,2,4383.826
13,24,3,40192.132
13,24,4,54613.637
13,24,5,9.248
13,25,1,35554.362
13,25,2,2974.28
13,25,3,30662.106
13,25,4,40446.618
13,25,5,8.365
13,26,1,28497.6
13,26,2,2398.187
13,26,3,24552.934
13,26,4,32442.267
13,26,5,8.415
13,27,1,25204.091
13,27,2,2105.342
13,27,3,21741.111
13,27,4,28667.071
13,27,5,8.353
13,28,1,51077.318
13,28,2,3940.108
13,28,3,44596.418
13,28,4,57558.219
13,28,5,7.714
13,29,1,52582.178
13,29,2,4267.167
13,29,3,45563.313
13,29,4,59601.043
13,29,5,8.115
13,30,1,50498.021
13,30,2,3695.56
13,30,3,44419.366
13,30,4,56576.676
13,30,5,7.318
13,31,1,36828.12
13,31,2,3094.946
13,31,3,31737.386
13,31,4,41918.854
13,31,5,8.404
13,32,1,36567.483
13,32,2,3821.802
13,32,3,30281.178
13,32,4,42853.788
13,32,5,10.451
13,33,1,36485.463
13,33,2,3821.377
13,33,3,30199.857
13,33,4,42771.069
13,33,5,10.474
13,34,1,43866.281
13,34,2,4591.004
13,34,3,36314.751
13,34,4,51417.811
13,34,5,10.466
13,35,1,41747.49
13,35,2,3483.773
13,35,3,36017.194
13,35,4,47477.786
13,35,5,8.345
13,36,1,55702.107
13,36,2,4614.235
13,36,3,48112.367
13,36,4,63291.848
13,36,5,8.284
13,37,1,40572.1
13,37,2,4238.285
13,37,3,33600.741
13,37,4,47543.458
13,37,5,10.446
13,38,1,43106.925
13,38,2,4485.88
13,38,3,35728.308
13,38,4,50485.542
13,38,5,10.406
13,39,1,60529.3
13,39,2,5054.205
13,39,3,52215.872
13,39,4,68842.728
13,39,5,8.35
13,40,1,31257.889
13,40,2,2639.4
13,40,3,26916.462
13,40,4,35599.315
13,40,5,8.444
13,41,1,50957.293
13,41,2,4170.953
13,41,3,44096.685
13,41,4,57817.9
13,41,5,8.185
13,42,1,45595.335
13,42,2,4749.521
13,42,3,37783.068
13,42,4,53407.602
13,42,5,10.417
13,43,1,35021.324
13,43,2,3673.193
13,43,3,28979.46
13,43,4,41063.188
13,43,5,10.488
13,44,1,42711.675
13,44,2,4465.38
13,44,3,35366.779
13,44,4,50056.571
13,44,5,10.455
13,45,1,46565.901
13,45,2,4845.887
13,45,3,38595.126
13,45,4,54536.677
13,45,5,10.407
13,46,1,34904.748
13,46,2,3637.857
13,46,3,28921.006
13,46,4,40888.49
13,46,5,10.422
13,47,1,35914.567
13,47,2,3774.227
13,47,3,29706.517
13,47,4,42122.618
13,47,5,10.509
13,48,1,72072.441
13,48,2,4167.014
13,48,3,65218.313
13,48,4,78926.569
13,48,5,5.782
13,49,1,35889.304
13,49,2,3003.008
13,49,3,30949.796
