ent,mun,est,icpth
20,250,1,35820.958
20,250,2,3751.688
20,250,3,29649.981
20,250,4,41991.936
20,250,5,10.473
20,251,1,38625.436
20,251,2,4190.345
20,251,3,31732.933
20,251,4,45517.94
20,251,5,10.849
20,252,1,30063.248
20,252,2,3156.172
20,252,3,24871.807
20,252,4,35254.69
20,252,5,10.498
20,253,1,28273.706
20,253,2,2978.073
20,253,3,23375.212
20,253,4,33172.201
20,253,5,10.533
20,254,1,37431.918
20,254,2,3926.323
20,254,3,30973.691
20,254,4,43890.144
20,254,5,10.489
20,255,1,30606.656
20,255,2,3231.813
20,255,3,25290.797
20,255,4,35922.515
20,255,5,10.559
20,256,1,27998.101
20,256,2,2987.668
20,256,3,23083.825
20,256,4,32912.378
20,256,5,10.671
20,257,1,27993.826
20,257,2,2947.03
20,257,3,23146.393
20,257,4,32841.26
20,257,5,10.527
20,258,1,29689.759
20,258,2,3123.372
20,258,3,24552.269
20,258,4,34827.249
20,258,5,10.52
20,259,1,27547.628
20,259,2,2947.81
20,259,3,22698.913
20,259,4,32396.343
20,259,5,10.701
20,260,1,37337.995
20,260,2,4075.293
20,260,3,30634.735
20,260,4,44041.256
20,260,5,10.915
20,261,1,25156.478
20,261,2,2646.319
20,261,3,20803.67
20,261,4,29509.285
20,261,5,10.519
20,262,1,31279.05
20,262,2,3272.582
20,262,3,25896.132
20,262,4,36661.968
20,262,5,10.463
20,263,1,32131.322
20,263,2,3518.035
20,263,3,26344.669
20,263,4,37917.975
20,263,5,10.949
20,264,1,29456.298
20,264,2,3097.617
20,264,3,24361.172
20,264,4,34551.424
20,264,5,10.516
20,265,1,29533.79
20,265,2,3101.403
20,265,3,24432.435
20,265,4,34635.144
20,265,5,10.501
20,266,1,32117.714
20,266,2,3360.214
20,266,3,26590.653
20,266,4,37644.774
20,266,5,10.462
20,267,1,38678.162
20,267,2,4116.81
20,267,3,31906.612
20,267,4,45449.712
20,267,5,10.644
20,268,1,39281.288
20,268,2,4096.95
20,268,3,32542.405
20,268,4,46020.17
20,268,5,10.43
20,269,1,36965.82
20,269,2,3871.89
20,269,3,30597.127
20,269,4,43334.512
20,269,5,10.474
20,270,1,28171.416
20,270,2,2952.276
20,270,3,23315.354
20,270,4,33027.478
20,270,5,10.48
20,271,1,27829.575
20,271,2,2960.674
20,271,3,22959.699
20,271,4,32699.451
20,271,5,10.639
20,272,1,32259.841
20,272,2,3527.301
20,272,3,26457.947
20,272,4,38061.735
20,272,5,10.934
20,273,1,22129.366
20,273,2,2375.21
20,273,3,18222.494
20,273,4,26036.239
20,273,5,10.733
20,274,1,24104.384
20,274,2,2534.231
20,274,3,19935.945
20,274,4,28272.823
20,274,5,10.514
20,275,1,29238.563
20,275,2,3067.166
20,275,3,24193.525
20,275,4,34283.602
20,275,5,10.49
20,276,1,25110.32
20,276,2,2210.113
20,276,3,21475.007
20,276,4,28745.633
20,276,5,8.802
20,277,1,29472.619
20,277,2,2607.108
20,277,3,25184.307
20,277,4,33760.93
20,277,5,8.846
20,278,1,33022.154
20,278,2,3487.869
20,278,3,27285.121
20,278,4,38759.188
20,278,5,10.562
20,279,1,37538.111
20,279,2,3938.433
20,279,3,31059.966
20,279,4,44016.256
20,279,5,10.492
20,280,1,31240.609
20,280,2,2763.419
20,280,3,26695.19
20,280,4,35786.029
20,280,5,8.846
20,281,1,33670.307
20,281,2,3555.724
20,281,3,27821.662
20,281,4,39518.953
20,281,5,10.56
20,282,1,28516.994
20,282,2,2988.421
20,282,3,23601.48
20,282,4,33432.509
20,282,5,10.479
20,283,1,33863.341
20,283,2,3573.857
20,283,3,27984.87
20,283,4,39741.812
20,283,5,10.554
20,284,1,30116.71
20,284,2,3222.154
20,284,3,24816.739
20,284,4,35416.681
20,284,5,10.699
20,285,1,34446.454
20,285,2,3793.332
20,285,3,28206.978
20,285,4,40685.929
20,285,5,11.012
20,286,1,35540.882
20,286,2,3726.9
20,286,3,29410.677
20,286,4,41671.087
20,286,5,10.486
20,287,1,37638.261
20,287,2,4092.187
20,287,3,30907.211
20,287,4,44369.31
20,287,5,10.872
20,288,1,28062.554
20,288,2,3007.63
20,288,3,23115.444
20,288,4,33009.664
20,288,5,10.718
20,289,1,29529.724
20,289,2,3086.491
20,289,3,24452.898
20,289,4,34606.55
20,289,5,10.452
20,290,1,32656.441
20,290,2,3435.84
20,290,3,27004.987
20,290,4,38307.895
20,290,5,10.521
20,291,1,26945.825
20,291,2,2310.556
20,291,3,23145.298
20,291,4,30746.351
20,291,5,8.575
20,292,1,25246.668
20,292,2,2671.991
20,292,3,20851.634
20,292,4,29641.701
20,292,5,10.584
20,293,1,74270.813
20,293,2,5780.362
20,293,3,64762.964
20,293,4,83778.661
20,293,5,7.783
20,294,1,46600.384
20,294,2,4883.175
20,294,3,38568.275
20,294,4,54632.492
20,294,5,10.479
20,295,1,46626.627
20,295,2,4937.345
20,295,3,38505.417
20,295,4,54747.836
20,295,5,10.589
20,296,1,38968.259
20,296,2,4126.245
20,296,3,32181.191
20,296,4,45755.328
20,296,5,10.589
20,297,1,27274.983
20,297,2,2860.598
20,297,3,22569.719
20,297,4,31980.247
20,297,5,10.488
20,298,1,47677.787
20,298,2,4999.085
20,298,3,39455.024
20,298,4,55900.55
20,298,5,10.485
20,299,1,31645.486
20,299,2,3300.99
20,299,3,26215.84
20,299,4,37075.132
20,299,5,10.431
20,300,1,29447.688
20,300,2,3106.213
20,300,3,24338.423
20,300,4,34556.953
20,300,5,10.548
20,301,1,42497.018
20,301,2,4502.022
20,301,3,35091.85
20,301,4,49902.186
20,301,5,10.594
20,302,1,31738.197
20,302,2,3490.265
20,302,3,25997.223
20,302,4,37479.171
20,302,5,10.997
20,303,1,33549.146
20,303,2,3511.493
20,303,3,27773.254
20,303,4,39325.039
20,303,5,10.467
20,304,1,27235.374
20,304,2,2864.792
20,304,3,22523.21
20,304,4,31947.538
20,304,5,10.519
20,305,1,45557.25
20,305,2,4877.123
20,305,3,37535.096
20,305,4,53579.403
20,305,5,10.705
20,306,1,27168.269
20,306,2,2882.12
20,306,3,22427.602
20,306,4,31908.935
20,306,5,10.608
20,307,1,36632.684
20,307,2,3105.834
20,307,3,31524.041
20,307,4,41741.327
20,307,5,8.478
20,308,1,36679.651
20,308,2,3843.894
20,308,3,30357.009
20,308,4,43002.294
20,308,5,10.48
20,309,1,24377.874
20,309,2,2061.485
20,309,3,20987.033
20,309,4,27768.715
20,309,5,8.456
20,310,1,39577.932
20,310,2,4156.629
20,310,3,32740.886
20,310,4,46414.979
20,310,5,10.502
20,311,1,27990.878
20,311,2,2525.826
20,311,3,23836.264
20,311,4,32145.492
20,311,5,9.024
20,312,1,31209.8
20,312,2,3312.071
20,312,3,25761.928
20,312,4,36657.671
20,312,5,10.612
20,313,1,28785.342
20,313,2,3046.822
20,313,3,23773.766
20,313,4,33796.918
20,313,5,10.585
20,314,1,31190.71
20,314,2,3284.182
20,314,3,25788.711
20,314,4,36592.709
20,314,5,10.529
20,315,1,35226.493
20,315,2,3727.327
20,315,3,29095.586
20,315,4,41357.399
20,315,5,10.581
20,316,1,31147.172
20,316,2,3358.353
20,316,3,25623.173
20,316,4,36671.172
20,316,5,10.782
20,317,1,32697.11
20,317,2,3419.098
20,317,3,27073.194
20,317,4,38321.026
20,317,5,10.457
20,318,1,50960.987
20,318,2,4177.22
20,318,3,44090.071
20,318,4,57831.902
20,318,5,8.197
20,319,1,42464.456
20,319,2,4588.212
20,319,3,34917.518
20,319,4,50011.393
20,319,5,10.805
20,320,1,31567.406
20,320,2,3311.334
20,320,3,26120.746
20,320,4,37014.065
20,320,5,10.49
20,321,1,22775.8
20,321,2,2047.378
20,321,3,19408.162
20,321,4,26143.438
20,321,5,8.989
20,322,1,31235.211
20,322,2,3286.82
20,322,3,25828.874
20,322,4,36641.549
20,322,5,10.523
20,323,1,33364.947
20,323,2,3623.188
20,323,3,27405.333
20,323,4,39324.561
20,323,5,10.859
20,324,1,48189.562
20,324,2,3754.24
20,324,3,42014.386
20,324,4,54364.737
20,324,5,7.791
20,325,1,32042.635
20,325,2,3351.565
20,325,3,26529.801
20,325,4,37555.468
20,325,5,10.46
20,326,1,29541.738
20,326,2,3108.355
20,326,3,24428.949
20,326,4,34654.526
20,326,5,10.522
20,327,1,38641.721
20,327,2,4039.378
20,327,3,31997.536
20,327,4,45285.906
20,327,5,10.453
20,328,1,25330.473
20,328,2,2705.277
20,328,3,20880.689
20,328,4,29780.258
20,328,5,10.68
20,329,1,24856.708
20,329,2,2615.757
20,329,3,20554.17
20,329,4,29159.246
20,329,5,10.523
20,330,1,25036.222
20,330,2,2645.793
20,330,3,20684.28
20,330,4,29388.165
20,330,5,10.568
20,331,1,28386.976
20,331,2,3052.554
20,331,3,23365.972
20,331,4,33407.981
20,331,5,10.753
20,332,1,34475.977
20,332,2,3603.355
20,332,3,28548.986
20,332,4,40402.968
20,332,5,10.452
20,333,1,46399.686
20,333,2,5089.291
20,333,3,38028.547
20,333,4,54770.826
20,333,5,10.968
20,334,1,36397.186
20,334,2,3415.225
20,334,3,30779.64
20,334,4,42014.732
20,334,5,9.383
20,335,1,32847.9
20,335,2,3442.955
20,335,3,27184.743
20,335,4,38511.057
20,335,5,10.482
20,336,1,31325.896
20,336,2,3296.28
20,336,3,25903.998
20,336,4,36747.795
20,336,5,10.523
20,337,1,36492.672
20,337,2,3812.896
20,337,3,30221.016
20,337,4,42764.329
20,337,5,10.448
20,338,1,54872.56
20,338,2,5729.026
20,338,3,45449.151
20,338,4,64295.97
20,338,5,10.441
20,339,1,42447.638
20,339,2,4429.831
20,339,3,35161.215
20,339,4,49734.061
20,339,5,10.436
20,340,1,33940.393
20,340,2,3619.623
20,340,3,27986.643
20,340,4,39894.143
20,340,5,10.665
20,341,1,37615.924
20,341,2,3929.26
20,341,3,31152.866
20,341,4,44078.982
20,341,5,10.446
20,342,1,51225.886
20,342,2,5453.261
20,342,3,42256.07
20,342,4,60195.702
20,342,5,10.646
20,343,1,40437.567
20,343,2,4235.432
20,343,3,33470.901
20,343,4,47404.233
20,343,5,10.474
20,344,1,31753.531
20,344,2,3342.933
20,344,3,26254.896
20,344,4,37252.166
20,344,5,10.528
20,345,1,35300.204
20,345,2,3893.468
20,345,3,28896.019
20,345,4,41704.39
20,345,5,11.03
20,346,1,29944.604
20,346,2,3134.963
20,346,3,24788.049
20,346,4,35101.159
20,346,5,10.469
20,347,1,31874.743
20,347,2,3362.537
20,347,3,26343.862
20,347,4,37405.624
20,347,5,10.549
20,348,1,34403.397
20,348,2,3584.947
20,348,3,28506.683
20,348,4,40300.11
20,348,5,10.42
20,349,1,39292.881
20,349,2,4179.103
20,349,3,32418.869
20,349,4,46166.893
20,349,5,10.636
20,350,1,107695.127
20,350,2,138.771
20,350,3,107466.869
20,350,4,107923.386
20,350,5,0.129
20,351,1,33360.185
20,351,2,3515.952
20,351,3,27576.959
20,351,4,39143.411
20,351,5,10.539
20,352,1,24550.291
20,352,2,2577.9
20,352,3,20310.023
20,352,4,28790.558
20,352,5,10.5
20,353,1,35269.591
20,353,2,3853.388
20,353,3,28931.332
20,353,4,41607.85
20,353,5,10.926
20,354,1,25765.751
20,354,2,2706.773
20,354,3,21313.507
20,354,4,30217.996
20,354,5,10.505
20,355,1,26882.002
20,355,2,2813.99
20,355,3,22253.4
20,355,4,31510.604
20,355,5,10.468
20,356,1,34108.071
20,356,2,3632.737
20,356,3,28132.75
20,356,4,40083.392
20,356,5,10.651
20,357,1,26494.893
20,357,2,2777.204
20,357,3,21926.799
20,357,4,31062.986
20,357,5,10.482
20,358,1,39222.28
20,358,2,4175.561
20,358,3,32354.094
20,358,4,46090.467
20,358,5,10.646
20,359,1,36814.351
20,359,2,4030.623
20,359,3,30184.566
20,359,4,43444.136
20,359,5,10.949
20,360,1,30457.897
20,360,2,3207.053
20,360,3,25182.765
20,360,4,35733.029
20,360,5,10.529
20,361,1,26747.942
20,361,2,2850.67
20,361,3,22059.008
20,361,4,31436.876
20,361,5,10.658
20,362,1,39949.892
20,362,2,4185.093
20,362,3,33066.027
20,362,4,46833.757
20,362,5,10.476
20,363,1,35511.845
20,363,2,3728.288
20,363,3,29379.358
20,363,4,41644.333
20,363,5,10.499
20,364,1,32647.118
20,364,2,3427.888
20,364,3,27008.744
20,364,4,38285.492
20,364,5,10.5
20,365,1,30897.017
20,365,2,3244.101
20,365,3,25560.946
20,365,4,36233.088
20,365,5,10.5
20,366,1,30670.51
20,366,2,3247.277
20,366,3,25329.215
20,366,4,36011.805
20,366,5,10.588
20,367,1,31000.256
20,367,2,3333.279
20,367,3,25517.5
20,367,4,36483.012
20,367,5,10.752
20,368,1,34324.192
20,368,2,3598.906
20,368,3,28404.518
20,368,4,40243.866
20,368,5,10.485
20,369,1,41301.614
20,369,2,4381.552
20,369,3,34094.602
20,369,4,48508.626
20,369,5,10.609
20,370,1,34457.915
20,370,2,3591.314
20,370,3,28550.729
20,370,4,40365.101
20,370,5,10.422
20,371,1,35903.873
20,371,2,3748.749
20,371,3,29737.729
20,371,4,42070.017
20,371,5,10.441
20,372,1,30628.784
20,372,2,3284.1
20,372,3,25226.92
20,372,4,36030.647
20,372,5,10.722
20,373,1,34871.2
20,373,2,3792.969
20,373,3,28632.322
20,373,4,41110.078
20,373,5,10.877
20,374,1,26275.024
20,374,2,2756.065
20,374,3,21741.701
20,374,4,30808.347
20,374,5,10.489
20,375,1,58945.137
20,375,2,4947.466
20,375,3,50807.279
20,375,4,67082.994
20,375,5,8.393
20,376,1,40813.309
20,376,2,4397.966
20,376,3,33579.298
20,376,4,48047.319
20,376,5,10.776
20,377,1,30054.469
20,377,2,3138.007
20,377,3,24892.907
20,377,4,35216.03
20,377,5,10.441
20,378,1,34120.878
20,378,2,3559.948
20,378,3,28265.285
20,378,4,39976.471
20,378,5,10.433
20,379,1,30375.381
20,379,2,3169.475
20,379,3,25162.058
20,379,4,35588.704
20,379,5,10.434
20,380,1,35864.328
20,380,2,3863.496
20,380,3,29509.442
20,380,4,42219.214
20,380,5,10.773
20,381,1,35419.599
20,381,2,3759.055
20,381,3,29236.504
20,381,4,41602.695
20,381,5,10.613
20,382,1,25823.317
20,382,2,2798.306
20,382,3,21220.514
20,382,4,30426.121
20,382,5,10.836
20,383,1,35338.565
20,383,2,3726.514
20,383,3,29208.995
20,383,4,41468.135
20,383,5,10.545
20,384,1,31379.354
20,384,2,3330.424
20,384,3,25901.294
20,384,4,36857.414
20,384,5,10.613
20,385,1,59080.213
20,385,2,4672.747
20,385,3,51394.229
20,385,4,66766.198
20,385,5,7.909
20,386,1,27359.458
20,386,2,2926.732
20,386,3,22545.412
20,386,4,32173.504
20,386,5,10.697
20,387,1,41504.676
20,387,2,4409.74
20,387,3,34251.299
20,387,4,48758.053
20,387,5,10.625
20,388,1,31503.454
20,388,2,3349.196
20,388,3,25994.517
20,388,4,37012.391
20,388,5,10.631
20,389,1,39449.469
20,389,2,4322.807
20,389,3,32339.083
20,389,4,46559.854
20,389,5,10.958
20,390,1,64695.806
20,390,2,4783.188
20,390,3,56828.162
20,390,4,72563.449
20,390,5,7.393
20,391,1,30221.688
20,391,2,3311.072
20,391,3,24775.459
20,391,4,35667.917
20,391,5,10.956
20,392,1,27866.861
20,392,2,2920.122
20,392,3,23063.687
20,392,4,32670.035
20,392,5,10.479
20,393,1,32313.792
20,393,2,3473.827
20,393,3,26599.854
20,393,4,38027.729
20,393,5,10.75
20,394,1,33782.661
20,394,2,3557.093
20,394,3,27931.763
20,394,4,39633.559
20,394,5,10.529
20,395,1,29978.648
20,395,2,3155.835
20,395,3,24787.761
20,395,4,35169.534
20,395,5,10.527
20,396,1,28651.824
20,396,2,3071.548
20,396,3,23599.576
20,396,4,33704.071
20,396,5,10.72
20,397,1,45908.082
20,397,2,4786.111
20,397,3,38035.63
20,397,4,53780.534
20,397,5,10.425
20,398,1,43378.046
20,398,2,4665.089
20,398,3,35704.657
20,398,4,51051.435
20,398,5,10.754
20,399,1,50284.143
20,399,2,5298.369
20,399,3,41569.102
20,399,4,58999.184
20,399,5,10.537
20,400,1,33873.152
20,400,2,3615.054
20,400,3,27926.918
20,400,4,39819.387
20,400,5,10.672
20,401,1,43263.659
20,401,2,4519.001
20,401,3,35830.564
20,401,4,50696.753
20,401,5,10.445
20,402,1,38599.156
20,402,2,4211.65
20,402,3,31671.608
20,402,4,45526.703
20,402,5,10.911
20,403,1,47682.023
20,403,2,5151.008
20,403,3,39209.368
20,403,4,56154.677
20,403,5,10.803
20,404,1,35399.063
20,404,2,3761.426
20,404,3,29212.067
20,404,4,41586.058
20,404,5,10.626
20,405,1,40804.861
20,405,2,4249.651
20,405,3,33814.808
20,405,4,47794.914
20,405,5,10.415
20,406,1,26518.139
20,406,2,2783.403
20,406,3,21939.848
20,406,4,31096.43
20,406,5,10.496
20,407,1,28141.329
20,407,2,2378.999
20,407,3,24228.225
20,407,4,32054.434
20,407,5,8.454
20,408,1,35630.35
20,408,2,3784.233
20,408,3,29405.84
20,408,4,41854.86
20,408,5,10.621
20,409,1,57352.257
20,409,2,5986.195
20,409,3,47505.843
20,409,4,67198.671
20,409,5,10.438
20,410,1,26764.575
20,410,2,2896.622
20,410,3,22000.055
20,410,4,31529.094
20,410,5,10.823
20,411,1,35457.65
20,411,2,3790.576
20,411,3,29222.706
20,411,4,41692.593
20,411,5,10.69
20,412,1,26961.349
20,412,2,2348.705
20,412,3,23098.074
20,412,4,30824.624
20,412,5,8.711
20,413,1,62089.009
20,413,2,5031.044
20,413,3,53813.677
20,413,4,70364.34
20,413,5,8.103
20,414,1,31320.328
20,414,2,3350.047
20,414,3,25809.991
20,414,4,36830.664
20,414,5,10.696
20,415,1,32323.216
20,415,2,3551.861
20,415,3,26480.924
20,415,4,38165.508
20,415,5,10.989
20,416,1,29638.313
20,416,2,3146.394
20,416,3,24462.956
20,416,4,34813.671
20,416,5,10.616
20,417,1,30836.133
20,417,2,3227.351
20,417,3,25527.614
20,417,4,36144.652
20,417,5,10.466
20,418,1,40614.422
20,418,2,4315.306
20,418,3,33516.374
20,418,4,47712.469
20,418,5,10.625
20,419,1,37512.875
20,419,2,3914.579
20,419,3,31073.966
20,419,4,43951.784
20,419,5,10.435
20,420,1,30911.441
20,420,2,3266.884
20,420,3,25537.894
20,420,4,36284.987
20,420,5,10.569
20,421,1,38450.95
20,421,2,4094.209
20,421,3,31716.575
20,421,4,45185.326
20,421,5,10.648
20,422,1,25980.999
20,422,2,3146.817
20,422,3,20804.945
20,422,4,31157.053
20,422,5,12.112
20,423,1,34239.833
20,423,2,3667.155
20,423,3,28207.899
20,423,4,40271.766
20,423,5,10.71
20,424,1,31388.24
20,424,2,3314.189
20,424,3,25936.884
20,424,4,36839.596
20,424,5,10.559
20,425,1,30494.91
20,425,2,3244.507
20,425,3,25158.171
20,425,4,35831.649
20,425,5,10.64
20,426,1,28401.635
20,426,2,3048.101
20,426,3,23387.956
20,426,4,33415.315
20,426,5,10.732
20,427,1,33445.434
20,427,2,3548.801
20,427,3,27608.176
20,427,4,39282.692
20,427,5,10.611
20,428,1,28713.801
20,428,2,3031.28
20,428,3,23727.789
20,428,4,33699.812
20,428,5,10.557
20,429,1,30100.293
20,429,2,2642.205
20,429,3,25754.252
20,429,4,34446.333
20,429,5,8.778
20,430,1,28112.506
20,430,2,3017.354
20,430,3,23149.401
20,430,4,33075.611
20,430,5,10.733
20,431,1,35772.203
20,431,2,3813.836
20,431,3,29499.002
20,431,4,42045.405
20,431,5,10.661
20,432,1,29009.959
20,432,2,3081.161
20,432,3,23941.9
20,432,4,34078.018
20,432,5,10.621
20,433,1,32690.696
20,433,2,2831.167
20,433,3,28033.841
20,433,4,37347.55
20,433,5,8.66
20,434,1,30592.058
20,434,2,3212.489
20,434,3,25307.984
20,434,4,35876.133
20,434,5,10.501
20,435,1,29332.405
20,435,2,3094.031
20,435,3,24243.177
20,435,4,34421.632
20,435,5,10.548
20,436,1,27887.798
20,436,2,2929.848
20,436,3,23068.627
20,436,4,32706.969
20,436,5,10.506
20,437,1,33498.608
20,437,2,3496.081
20,437,3,27748.066
20,437,4,39249.15
20,437,5,10.436
20,438,1,30308.339
20,438,2,3209.745
20,438,3,25028.779
20,438,4,35587.9
20,438,5,10.59
20,439,1,39548.403
20,439,2,639.116
20,439,3,38497.151
20,439,4,40599.655
20,439,5,1.616
20,440,1,32777.729
20,440,2,3492.931
20,440,3,27032.369
20,440,4,38523.09
20,440,5,10.656
20,441,1,28494.423
20,441,2,2999.434
20,441,3,23560.792
20,441,4,33428.053
20,441,5,10.526
20,442,1,34985.793
20,442,2,3705.324
20,442,3,28891.077
20,442,4,41080.51
20,442,5,10.591
20,443,1,33625.443
20,443,2,3537.766
20,443,3,27806.336
20,443,4,39444.551
20,443,5,10.521
20,444,1,26778.562
20,444,2,2364.695
20,444,3,22888.986
20,444,4,30668.139
20,444,5,8.831
20,445,1,30218.392
20,445,2,3162.1
20,445,3,25017.2
20,445,4,35419.584
20,445,5,10.464
20,446,1,33741.993
20,446,2,3524.22
20,446,3,27945.168
20,446,4,39538.819
20,446,5,10.445
20,447,1,30660.628
20,447,2,3264.663
20,447,3,25290.735
20,447,4,36030.52
20,447,5,10.648
20,448,1,23375.097
20,448,2,2040.021
20,448,3,20019.561
20,448,4,26730.633
20,448,5,8.727
20,449,1,30639.103
20,449,2,2628.467
20,449,3,26315.659
20,449,4,34962.547
20,449,5,8.579
20,450,1,28654.879
20,450,2,3053.03
20,450,3,23633.092
20,450,4,33676.666
20,450,5,10.654
20,451,1,28720.664
20,451,2,3034.444
20,451,3,23729.448
20,451,4,33711.88
20,451,5,10.565
20,452,1,33600.133
20,452,2,3556.818
20,452,3,27749.688
20,452,4,39450.578
20,452,5,10.586
20,453,1,34389.246
20,453,2,3586.318
20,453,3,28490.277
20,453,4,40288.214
20,453,5,10.429
20,454,1,29037.306
20,454,2,3047.368
20,454,3,24024.831
20,454,4,34049.781
20,454,5,10.495
20,455,1,30999.757
20,455,2,3252.774
20,455,3,25649.421
20,455,4,36350.094
20,455,5,10.493
20,456,1,34808.019
20,456,2,3652.234
20,456,3,28800.629
20,456,4,40815.409
20,456,5,10.493
20,457,1,27567.787
20,457,2,2901.98
20,457,3,22794.455
20,457,4,32341.12
20,457,5,10.527
20,458,1,38109.758
20,458,2,3975.08
20,458,3,31571.333
20,458,4,44648.183
20,458,5,10.431
20,459,1,37784.669
20,459,2,3989.264
20,459,3,31222.913
20,459,4,44346.425
20,459,5,10.558
20,460,1,27357.408
20,460,2,2885.554
20,460,3,22611.095
20,460,4,32103.722
20,460,5,10.548
20,461,1,38325.926
20,461,2,4168.999
20,461,3,31468.533
20,461,4,45183.319
20,461,5,10.878
20,462,1,42002.574
20,462,2,4384.439
20,462,3,34790.813
20,462,4,49214.335
20,462,5,10.439
20,463,1,42762.474
20,463,2,4682.217
20,463,3,35060.912
20,463,4,50464.036
20,463,5,10.949
20,464,1,33109.656
20,464,2,3492.261
20,464,3,27365.398
20,464,4,38853.914
20,464,5,10.548
20,465,1,27497.981
20,465,2,2905.251
20,465,3,22719.268
20,465,4,32276.695
20,465,5,10.565
20,466,1,30523.543
20,466,2,2581.665
20,466,3,26277.082
20,466,4,34770.004
20,466,5,8.458
20,467,1,34027.162
20,467,2,3618.017
20,467,3,28076.053
20,467,4,39978.271
20,467,5,10.633
20,468,1,23692.057
20,468,2,2489.592
20,468,3,19597.042
20,468,4,27787.072
20,468,5,10.508
20,469,1,36211.957
20,469,2,3770.474
20,469,3,30010.08
20,469,4,42413.834
20,469,5,10.412
20,470,1,27568.738
20,470,2,2891.164
20,470,3,22813.196
20,470,4,32324.28
20,470,5,10.487
20,471,1,31955.316
20,471,2,3446.362
20,471,3,26286.554
20,471,4,37624.078
20,471,5,10.785
20,472,1,37193.876
20,472,2,3995.709
20,472,3,30621.52
20,472,4,43766.232
20,472,5,10.743
20,473,1,29822.396
20,473,2,3118.091
20,473,3,24693.592
20,473,4,34951.199
20,473,5,10.456
20,474,1,34045.109
20,474,2,3608.645
20,474,3,28109.417
20,474,4,39980.801
20,474,5,10.6
20,475,1,41582.579
20,475,2,4349.471
20,475,3,34428.335
20,475,4,48736.822
20,475,5,10.46
20,476,1,34617.844
20,476,2,3671.481
20,476,3,28578.796
20,476,4,40656.893
20,476,5,10.606
20,477,1,25944.307
20,477,2,2751.136
20,477,3,21419.091
20,477,4,30469.523
20,477,5,10.604
20,478,1,29518.375
20,478,2,3089.444
20,478,3,24436.692
20,478,4,34600.058
20,478,5,10.466
20,479,1,34699.365
20,479,2,3738.831
20,479,3,28549.535
20,479,4,40849.195
20,479,5,10.775
20,480,1,25860.483
20,480,2,2783.401
20,480,3,21282.195
20,480,4,30438.771
20,480,5,10.763
20,481,1,30938.343
20,481,2,3244.841
20,481,3,25601.054
20,481,4,36275.632
20,481,5,10.488
20,482,1,45274.367
20,482,2,4770.326
20,482,3,37427.88
20,482,4,53120.855
20,482,5,10.536
20,483,1,37611.078
20,483,2,4003.75
20,483,3,31025.495
20,483,4,44196.66
20,483,5,10.645
20,484,1,37701.54
20,484,2,4069.821
20,484,3,31007.28
20,484,4,44395.8
20,484,5,10.795
20,485,1,30129.324
20,485,2,3210.197
20,485,3,24849.02
20,485,4,35409.628
20,485,5,10.655
20,486,1,34437.428
20,486,2,3631.271
20,486,3,28464.518
20,486,4,40410.337
20,486,5,10.545
20,487,1,36959.797
20,487,2,4012.87
20,487,3,30359.213
20,487,4,43560.381
20,487,5,10.857
20,488,1,44343.802
20,488,2,4851.027
20,488,3,36364.574
20,488,4,52323.031
20,488,5,10.94
20,489,1,29229.326
20,489,2,3101.714
20,489,3,24127.461
20,489,4,34331.191
20,489,5,10.612
20,490,1,28876.383
20,490,2,3031.862
20,490,3,23889.413
20,490,4,33863.352
20,490,5,10.499
20,491,1,27299.375
20,491,2,2875.079
20,491,3,22570.292
20,491,4,32028.458
20,491,5,10.532
20,492,1,30753.686
20,492,2,3261.821
20,492,3,25388.467
20,492,4,36118.905
20,492,5,10.606
20,493,1,38440.191
20,493,2,4058.177
20,493,3,31765.083
20,493,4,45115.298
20,493,5,10.557
20,494,1,30495.801
20,494,2,2602.409
20,494,3,26215.219
20,494,4,34776.383
20,494,5,8.534
20,495,1,29449.824
20,495,2,3120.507
20,495,3,24317.046
20,495,4,34582.601
20,495,5,10.596
20,496,1,36664.822
20,496,2,3834.702
20,496,3,30357.299
20,496,4,42972.345
20,496,5,10.459
20,497,1,30343.594
20,497,2,3201.409
20,497,3,25077.745
20,497,4,35609.443
20,497,5,10.551
20,498,1,26734.037
20,498,2,2808.971
20,498,3,22113.691
20,498,4,31354.383
20,498,5,10.507
20,499,1,41690.334
20,499,2,4356.309
20,499,3,34524.843
20,499,4,48855.825
20,499,5,10.449
20,500,1,27235.965
20,500,2,2885.722
20,500,3,22489.374
20,500,4,31982.555
20,500,5,10.595
20,501,1,36861.363
20,501,2,4017.861
20,501,3,30252.571
20,501,4,43470.156
20,501,5,10.9
20,502,1,32252.756
20,502,2,3422.587
20,502,3,26623.102
20,502,4,37882.41
20,502,5,10.612
20,503,1,31638.349
20,503,2,3393.405
20,503,3,26056.695
20,503,4,37220.004
20,503,5,10.726
20,504,1,50394.848
20,504,2,5461.716
20,504,3,41411.126
20,504,4,59378.571
20,504,5,10.838
20,505,1,36476.231
20,505,2,3855.361
20,505,3,30134.726
20,505,4,42817.736
20,505,5,10.57
20,506,1,32249.804
20,506,2,3463.349
20,506,3,26553.103
20,506,4,37946.505
20,506,5,10.739
20,507,1,31113.233
20,507,2,3330.05
20,507,3,25635.788
20,507,4,36590.678
20,507,5,10.703
20,508,1,39573.35
20,508,2,4295.848
20,508,3,32507.309
20,508,4,46639.391
20,508,5,10.855
